Entrenamiento,Email,Egresado,Precios US,Incluye pasantia,Primer contacto,Estatus laboral,Razon de retiro,Razon de eleccion del bootcamp,Proveedores de bootcamp,Horario de los bootcamps,Primer contacto_Instagram,Primer contacto_WhatsApp,Incluye pasantia_0,Incluye pasantia_1
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,hotmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,hotmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,live.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,hotmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Disponibilidad de tiempo,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Disponibilidad de tiempo,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,hotmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,outlook.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,0,2900.0,1,WhatsApp,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,0,2900.0,1,WhatsApp,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
Diseno UI/UX,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y jueves de 7:00 pm a 9:00 pm",1.0,0.0,1.0,0.0
Diseno UI/UX,hotmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y jueves de 7:00 pm a 9:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Disponibilidad de tiempo,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Ciberseguridad,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8:00 pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Diseno UI/UX,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y jueves de 7:00 pm a 9:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,0,2900.0,0,Instagram,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,0,2900.0,1,WhatsApp,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,0,2900.0,1,WhatsApp,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,0,2900.0,1,WhatsApp,0,Otros Motivos,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,1,3450.0,1,WhatsApp,0,Razones personales,Otras Razones,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web con Java,gmail.com,1,2900.0,0,WhatsApp,0,Razones personales,Otras Razones,Maestros de Talendig,"Martes, jueves y viernes de 6:00 pm a 8:00 pm",0.0,1.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,1,3450.0,1,WhatsApp,0,No  tenia conocimientos previos,Otras Razones,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web,gmail.com,1,2900.0,0,WhatsApp,0,Costo del Bootcamp,Otras Razones,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",0.0,1.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,1,2900.0,0,WhatsApp,0,Razones Laborales,Otras Razones,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",0.0,1.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,1,2900.0,0,WhatsApp,0,Motivos de Salud,Otras Razones,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",0.0,1.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,1,2900.0,0,WhatsApp,0,Costo del Bootcamp,Otras Razones,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",0.0,1.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,1,2900.0,0,WhatsApp,0,No  tenia conocimientos previos,Otras Razones,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",0.0,1.0,1.0,0.0
Cloud Engineer,gmail.com,1,2900.0,0,WhatsApp,0,Costo del Bootcamp,Otras Razones,Maestros de Talendig,"Luner, miercoles y viernes de 8: pm a 10:00 pm",0.0,1.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,1,2900.0,0,WhatsApp,0,Costo del Bootcamp,Otras Razones,Maestros de Talendig,"Lunes, miercoles y viernes de 8: pm a 10:00 pm",0.0,1.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,1,3450.0,1,WhatsApp,0,Otros Motivos,Otras Razones,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
Diseno UI/UX,gmail.com,1,2900.0,0,WhatsApp,0,Otros Motivos,Otras Razones,Maestros de Talendig,"Lunes, miercoles y jueves de 7:00 pm a 9:00 pm",0.0,1.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,protonmail.com,1,3450.0,1,WhatsApp,0,Otros Motivos,Otras Razones,Maestros de Talendig,"Martes, Jueves y Sabados",0.0,1.0,0.0,1.0
